騎手,場所,芝・ダ,距離,ペース型,騎乗数,勝利数,複勝数,平均着順,平均4角率,勝率,複勝率
横山和生,中山,芝,1800,標準〜やや上がり,27,1,3,8.11111111111111,0.4833213083213084,3.7037037037037033,11.11111111111111
内田博幸,中山,芝,1800,標準〜やや上がり,32,2,3,8.0,0.6048880806693306,6.25,9.375
戸崎圭太,中山,芝,2000,やや速い,25,3,11,6.08,0.5031779429720606,12.0,44.0
横山武史,中山,芝,2000,やや速い,20,4,6,6.9,0.4083648908281261,20.0,30.0
田辺裕信,中山,芝,2000,やや速い,27,1,7,6.62962962962963,0.4095211070701267,3.7037037037037033,25.925925925925924
三浦皇成,中山,芝,2000,やや速い,23,0,3,7.739130434782608,0.4550378649483509,0.0,13.043478260869565
ルメール,中山,芝,2000,スロー上がり,28,7,18,3.8214285714285716,0.41622012732832064,25.0,64.28571428571429
田辺裕信,中山,芝,2000,スロー上がり,43,4,20,5.186046511627907,0.5025546064362754,9.30232558139535,46.51162790697674
戸崎圭太,中山,芝,2000,スロー上がり,59,6,26,4.661016949152542,0.42967117489799445,10.16949152542373,44.06779661016949
横山武史,中山,芝,2000,スロー上がり,32,7,12,6.28125,0.4894326670061964,21.875,37.5
菅原明良,中山,芝,2000,スロー上がり,20,2,7,5.7,0.5324447774447775,10.0,35.0
Ｍ．デム,中山,芝,2000,スロー上がり,21,2,6,6.285714285714286,0.41003107925376836,9.523809523809524,28.57142857142857
石川裕紀,中山,芝,2000,スロー上がり,25,1,7,7.28,0.4877097804156627,4.0,28.000000000000004
三浦皇成,中山,芝,2000,スロー上がり,37,2,10,6.945945945945946,0.5039647069058834,5.405405405405405,27.027027027027028
木幡巧也,中山,芝,2000,スロー上がり,21,2,5,8.238095238095237,0.5549579660924199,9.523809523809524,23.809523809523807
丹内祐次,中山,芝,2000,スロー上がり,30,3,7,7.733333333333333,0.4230184929449636,10.0,23.333333333333332
津村明秀,中山,芝,2000,スロー上がり,39,3,8,6.846153846153846,0.45533247337545985,7.6923076923076925,20.51282051282051
大野拓弥,中山,芝,2000,スロー上がり,35,2,7,6.257142857142857,0.4931023435015031,5.714285714285714,20.0
吉田豊,中山,芝,2000,スロー上がり,21,2,4,7.571428571428571,0.6519847876990734,9.523809523809524,19.047619047619047
内田博幸,中山,芝,2000,スロー上がり,33,2,5,6.606060606060606,0.5448745624547764,6.0606060606060606,15.151515151515152
北村宏司,中山,芝,2000,スロー上がり,34,1,5,8.147058823529411,0.5054006331039202,2.941176470588235,14.705882352941178
松岡正海,中山,芝,2000,スロー上がり,21,0,3,7.666666666666667,0.4136934688405277,0.0,14.285714285714285
柴田大知,中山,芝,2000,スロー上がり,43,1,6,7.790697674418604,0.3699767571689596,2.3255813953488373,13.953488372093023
石橋脩,中山,芝,2000,スロー上がり,31,3,4,7.838709677419355,0.4526027235467463,9.67741935483871,12.903225806451612
野中悠太,中山,芝,2000,スロー上がり,20,0,1,7.35,0.5374969474969474,0.0,5.0
ルメール,中山,芝,2000,標準〜やや上がり,47,14,27,4.340425531914893,0.45360054699854446,29.78723404255319,57.446808510638306
戸崎圭太,中山,芝,2000,標準〜やや上がり,76,11,28,5.5394736842105265,0.41132597944710947,14.473684210526317,36.84210526315789
三浦皇成,中山,芝,2000,標準〜やや上がり,49,3,17,6.571428571428571,0.45079541140465507,6.122448979591836,34.69387755102041
Ｍ．デム,中山,芝,2000,標準〜やや上がり,33,5,11,5.545454545454546,0.3820031078052468,15.151515151515152,33.33333333333333
田辺裕信,中山,芝,2000,標準〜やや上がり,53,7,15,6.7924528301886795,0.48141504413701974,13.20754716981132,28.30188679245283
内田博幸,中山,芝,2000,標準〜やや上がり,43,4,12,6.906976744186046,0.563459150668453,9.30232558139535,27.906976744186046
菅原明良,中山,芝,2000,標準〜やや上がり,37,2,10,7.4324324324324325,0.5373928954811308,5.405405405405405,27.027027027027028
石橋脩,中山,芝,2000,標準〜やや上がり,46,5,12,8.065217391304348,0.4243021648712186,10.869565217391305,26.08695652173913
津村明秀,中山,芝,2000,標準〜やや上がり,50,5,13,6.72,0.4555679467591232,10.0,26.0
大野拓弥,中山,芝,2000,標準〜やや上がり,52,2,13,7.730769230769231,0.5856857383441094,3.8461538461538463,25.0
横山武史,中山,芝,2000,標準〜やや上がり,48,4,12,5.729166666666667,0.4116386285963492,8.333333333333332,25.0
石川裕紀,中山,芝,2000,標準〜やや上がり,34,2,8,8.0,0.5313386632590785,5.88235294117647,23.52941176470588
松岡正海,中山,芝,2000,標準〜やや上がり,34,1,6,8.264705882352942,0.40928657559280396,2.941176470588235,17.647058823529413
横山和生,中山,芝,2000,標準〜やや上がり,36,2,5,7.75,0.46229737038560564,5.555555555555555,13.88888888888889
北村宏司,中山,芝,2000,標準〜やや上がり,31,1,4,7.645161290322581,0.5660584144929496,3.225806451612903,12.903225806451612
柴田大知,中山,芝,2000,標準〜やや上がり,48,1,5,9.104166666666666,0.48154533545158545,2.083333333333333,10.416666666666668
吉田豊,中山,芝,2000,標準〜やや上がり,21,2,2,8.047619047619047,0.7203988627307956,9.523809523809524,9.523809523809524
丸山元気,中山,芝,2000,標準〜やや上がり,23,0,2,8.956521739130435,0.5311219364608111,0.0,8.695652173913043
木幡巧也,中山,芝,2000,標準〜やや上がり,29,0,1,9.689655172413794,0.5189560270696173,0.0,3.4482758620689653
丹内祐次,中山,芝,2000,標準〜やや上がり,43,1,1,8.511627906976743,0.46279187069200756,2.3255813953488373,2.3255813953488373
戸崎圭太,中山,芝,2200,スロー上がり,27,5,13,5.0,0.45224034317171574,18.51851851851852,48.148148148148145
石橋脩,中山,芝,2200,スロー上がり,21,6,10,5.142857142857143,0.42710016018839553,28.57142857142857,47.61904761904761
北村宏司,中山,芝,2200,スロー上がり,20,1,6,6.2,0.4489686620568974,5.0,30.0
田辺裕信,中山,芝,2200,スロー上がり,30,7,9,6.4,0.5152093766799649,23.333333333333332,30.0
横山武史,中山,芝,2200,スロー上がり,25,3,7,5.96,0.46516000339529756,12.0,28.000000000000004
津村明秀,中山,芝,2200,スロー上がり,27,0,7,6.481481481481482,0.4188826696179638,0.0,25.925925925925924
大野拓弥,中山,芝,2200,スロー上がり,30,3,6,8.266666666666667,0.4805957903752021,10.0,20.0
三浦皇成,中山,芝,2200,スロー上がり,25,1,4,6.72,0.4383201210554152,4.0,16.0
柴田大知,中山,芝,2200,スロー上がり,21,1,2,7.428571428571429,0.5862870245223186,4.761904761904762,9.523809523809524
内田博幸,中山,芝,2200,スロー上がり,22,0,2,7.7727272727272725,0.55966189559104,0.0,9.090909090909092
戸崎圭太,中山,芝,2200,標準〜やや上がり,32,4,13,4.1875,0.41861948815073813,12.5,40.625
内田博幸,中山,芝,2200,標準〜やや上がり,20,3,8,6.3,0.525173853923854,15.0,40.0
田辺裕信,中山,芝,2200,標準〜やや上がり,24,3,8,5.166666666666667,0.3975518048128342,12.5,33.33333333333333
丹内祐次,中山,芝,2200,標準〜やや上がり,21,2,4,7.428571428571429,0.36191130298273155,9.523809523809524,19.047619047619047
石橋脩,中山,芝,2200,標準〜やや上がり,21,0,3,8.80952380952381,0.4703897953897954,0.0,14.285714285714285
大野拓弥,中山,芝,2200,標準〜やや上がり,21,1,2,8.238095238095237,0.6644177251320108,4.761904761904762,9.523809523809524
三浦皇成,中山,芝,2200,標準〜やや上がり,20,0,1,7.85,0.5022908586511527,0.0,5.0
戸崎圭太,中山,芝,2500,スロー上がり,30,5,12,5.533333333333333,0.35540501165501165,16.666666666666664,40.0
大野拓弥,中山,芝,2500,スロー上がり,25,5,8,6.8,0.6331553446553447,20.0,32.0
田辺裕信,中山,芝,2500,スロー上がり,22,1,6,6.454545454545454,0.46640594254230616,4.545454545454546,27.27272727272727
内田博幸,中山,芝,2500,スロー上がり,23,2,6,5.608695652173913,0.5456522342391907,8.695652173913043,26.08695652173913
津村明秀,中山,芝,2500,スロー上がり,25,2,6,6.84,0.4961500166500166,8.0,24.0
丹内祐次,中山,芝,2500,スロー上がり,21,2,4,6.285714285714286,0.456970806970807,9.523809523809524,19.047619047619047
北村宏司,中山,芝,2500,スロー上がり,21,1,3,7.238095238095238,0.47912702376988087,4.761904761904762,14.285714285714285
ルメール,中山,芝,2500,標準〜やや上がり,21,7,16,3.3333333333333335,0.33134306170020456,33.33333333333333,76.19047619047619
戸崎圭太,中山,芝,2500,標準〜やや上がり,23,3,11,6.086956521739131,0.44361037513211427,13.043478260869565,47.82608695652174
田辺裕信,中山,芝,2500,標準〜やや上がり,24,3,8,6.458333333333333,0.5399827602952603,12.5,33.33333333333333
丹内祐次,中山,芝,2500,標準〜やや上がり,20,2,4,7.15,0.42692016317016324,10.0,20.0
石橋脩,中山,芝,2500,標準〜やや上がり,20,0,2,7.95,0.5159030552780552,0.0,10.0
大野拓弥,中山,芝,2500,標準〜やや上がり,21,1,1,8.952380952380953,0.6030517101945674,4.761904761904762,4.761904761904762
川田将雅,京都,ダ,1200,やや速い,27,7,14,5.222222222222222,0.35922703839370507,25.925925925925924,51.85185185185185
武豊,京都,ダ,1200,やや速い,30,5,12,5.233333333333333,0.40297619047619043,16.666666666666664,40.0
松山弘平,京都,ダ,1200,やや速い,37,7,14,7.081081081081081,0.40074126324126325,18.91891891891892,37.83783783783784
田口貫太,京都,ダ,1200,やや速い,24,3,9,6.291666666666667,0.42864010989010987,12.5,37.5
西村淳也,京都,ダ,1200,やや速い,23,5,8,5.739130434782608,0.4518733078515687,21.73913043478261,34.78260869565217
坂井瑠星,京都,ダ,1200,やや速い,28,2,8,7.821428571428571,0.4700892857142857,7.142857142857142,28.57142857142857
北村友一,京都,ダ,1200,やや速い,24,1,6,7.083333333333333,0.48790254884004886,4.166666666666666,25.0
松若風馬,京都,ダ,1200,やや速い,26,4,6,8.192307692307692,0.5066497604959144,15.384615384615385,23.076923076923077
和田竜二,京都,ダ,1200,やや速い,35,2,8,7.828571428571428,0.4169413919413919,5.714285714285714,22.857142857142858
幸英明,京都,ダ,1200,やや速い,45,2,10,7.4,0.41718355718355715,4.444444444444445,22.22222222222222
酒井学,京都,ダ,1200,やや速い,27,1,6,7.777777777777778,0.437993487993488,3.7037037037037033,22.22222222222222
岩田康誠,京都,ダ,1200,やや速い,24,2,5,8.208333333333334,0.5064732142857143,8.333333333333332,20.833333333333336
岩田望来,京都,ダ,1200,やや速い,22,0,4,7.409090909090909,0.4853583916083916,0.0,18.181818181818183
団野大成,京都,ダ,1200,やや速い,23,0,4,8.347826086956522,0.5196727185857621,0.0,17.391304347826086
浜中俊,京都,ダ,1200,やや速い,20,0,3,8.45,0.5357005494505495,0.0,15.0
古川吉洋,京都,ダ,1200,やや速い,21,1,3,8.333333333333334,0.5630385487528345,4.761904761904762,14.285714285714285
池添謙一,京都,ダ,1200,やや速い,28,0,3,9.464285714285714,0.4164475405546834,0.0,10.714285714285714
菱田裕二,京都,ダ,1200,やや速い,20,0,1,8.4,0.5280815018315018,0.0,5.0
国分優作,京都,ダ,1200,やや速い,24,0,1,10.416666666666666,0.6242139804639805,0.0,4.166666666666666
武豊,京都,ダ,1200,ハイ/持続,46,3,21,4.978260869565218,0.4710911371237458,6.521739130434782,45.65217391304348
Ｍ．デム,京都,ダ,1200,ハイ/持続,33,4,12,6.606060606060606,0.5408993783993784,12.121212121212121,36.36363636363637
川田将雅,京都,ダ,1200,ハイ/持続,42,6,15,6.261904761904762,0.4115634365634366,14.285714285714285,35.714285714285715
福永祐一,京都,ダ,1200,ハイ/持続,23,3,8,6.6521739130434785,0.3264521710173884,13.043478260869565,34.78260869565217
松山弘平,京都,ダ,1200,ハイ/持続,88,11,28,7.579545454545454,0.38283369093028186,12.5,31.818181818181817
団野大成,京都,ダ,1200,ハイ/持続,39,5,12,6.6923076923076925,0.5008899220437681,12.82051282051282,30.76923076923077
浜中俊,京都,ダ,1200,ハイ/持続,50,3,15,6.7,0.4752765567765568,6.0,30.0
岩田康誠,京都,ダ,1200,ハイ/持続,60,9,17,7.583333333333333,0.5211172854922855,15.0,28.333333333333332
藤岡康太,京都,ダ,1200,ハイ/持続,39,2,10,8.128205128205128,0.5862621353005968,5.128205128205128,25.64102564102564
国分恭介,京都,ダ,1200,ハイ/持続,44,1,11,8.431818181818182,0.5392534548784549,2.272727272727273,25.0
坂井瑠星,京都,ダ,1200,ハイ/持続,57,5,14,7.7894736842105265,0.3854126137020874,8.771929824561402,24.561403508771928
川須栄彦,京都,ダ,1200,ハイ/持続,46,3,11,8.347826086956522,0.46816064370412197,6.521739130434782,23.91304347826087
和田竜二,京都,ダ,1200,ハイ/持続,79,5,18,6.949367088607595,0.39054948216340624,6.329113924050633,22.78481012658228
岩田望来,京都,ダ,1200,ハイ/持続,44,3,10,8.113636363636363,0.43369736324281777,6.8181818181818175,22.727272727272727
西村淳也,京都,ダ,1200,ハイ/持続,41,4,9,6.634146341463414,0.4727106227106227,9.75609756097561,21.951219512195124
幸英明,京都,ダ,1200,ハイ/持続,94,5,20,7.26595744680851,0.3649732802658334,5.319148936170213,21.27659574468085
藤岡佑介,京都,ダ,1200,ハイ/持続,44,3,9,7.2272727272727275,0.5873948967698968,6.8181818181818175,20.454545454545457
富田暁,京都,ダ,1200,ハイ/持続,25,2,5,8.8,0.5360714285714286,8.0,20.0
森裕太朗,京都,ダ,1200,ハイ/持続,20,1,4,7.4,0.4958603896103896,5.0,20.0
川又賢治,京都,ダ,1200,ハイ/持続,21,3,4,8.047619047619047,0.3469457130171416,14.285714285714285,19.047619047619047
酒井学,京都,ダ,1200,ハイ/持続,53,6,10,7.320754716981132,0.41615240105806145,11.320754716981133,18.867924528301888
田口貫太,京都,ダ,1200,ハイ/持続,49,2,9,8.306122448979592,0.4436364655752411,4.081632653061225,18.367346938775512
鮫島克駿,京都,ダ,1200,ハイ/持続,41,1,7,8.926829268292684,0.5163204681497364,2.4390243902439024,17.073170731707318
吉村誠之,京都,ダ,1200,ハイ/持続,30,0,5,8.933333333333334,0.487281746031746,0.0,16.666666666666664
古川吉洋,京都,ダ,1200,ハイ/持続,49,3,8,8.816326530612244,0.5756524937647386,6.122448979591836,16.3265306122449
池添謙一,京都,ダ,1200,ハイ/持続,63,4,10,9.142857142857142,0.4206205170490885,6.349206349206349,15.873015873015872
松若風馬,京都,ダ,1200,ハイ/持続,72,4,11,8.208333333333334,0.45730403855403856,5.555555555555555,15.277777777777779
北村友一,京都,ダ,1200,ハイ/持続,52,1,7,8.25,0.5645921386306002,1.9230769230769231,13.461538461538462
菱田裕二,京都,ダ,1200,ハイ/持続,30,2,4,8.633333333333333,0.5031440781440781,6.666666666666667,13.333333333333334
鮫島良太,京都,ダ,1200,ハイ/持続,23,1,3,9.347826086956522,0.6805661729574772,4.3478260869565215,13.043478260869565
城戸義政,京都,ダ,1200,ハイ/持続,27,1,3,8.925925925925926,0.5286391078057745,3.7037037037037033,11.11111111111111
小牧太,京都,ダ,1200,ハイ/持続,30,2,3,8.3,0.5767929292929294,6.666666666666667,10.0
秋山真一,京都,ダ,1200,ハイ/持続,30,2,3,8.9,0.5548712398712399,6.666666666666667,10.0
高倉稜,京都,ダ,1200,ハイ/持続,30,2,3,10.7,0.5538079975579976,6.666666666666667,10.0
国分優作,京都,ダ,1200,ハイ/持続,41,2,4,8.658536585365853,0.5492653687775639,4.878048780487805,9.75609756097561
藤懸貴志,京都,ダ,1200,ハイ/持続,24,1,2,9.083333333333334,0.5803030303030303,4.166666666666666,8.333333333333332
水口優也,京都,ダ,1200,ハイ/持続,22,0,1,7.7727272727272725,0.5589285714285714,0.0,4.545454545454546
荻野極,京都,ダ,1200,ハイ/持続,22,1,1,10.227272727272727,0.46661255411255415,4.545454545454546,4.545454545454546
太宰啓介,京都,ダ,1200,ハイ/持続,24,0,1,8.25,0.589208707958708,0.0,4.166666666666666
川田将雅,京都,ダ,1400,やや速い,28,4,15,5.035714285714286,0.41830163883735316,14.285714285714285,53.57142857142857
福永祐一,京都,ダ,1400,やや速い,29,6,13,5.517241379310345,0.37746319772181847,20.689655172413794,44.827586206896555
Ｍ．デム,京都,ダ,1400,やや速い,25,3,10,6.6,0.5188684648684648,12.0,40.0
松山弘平,京都,ダ,1400,やや速い,40,6,15,6.325,0.36656291625041626,15.0,37.5
坂井瑠星,京都,ダ,1400,やや速い,28,4,10,6.678571428571429,0.5058725500689787,14.285714285714285,35.714285714285715
太宰啓介,京都,ダ,1400,やや速い,20,3,6,8.2,0.35856601731601734,15.0,30.0
藤岡佑介,京都,ダ,1400,やや速い,30,3,9,6.633333333333334,0.5783653846153847,10.0,30.0
鮫島克駿,京都,ダ,1400,やや速い,22,0,6,6.863636363636363,0.5062957875457875,0.0,27.27272727272727
藤懸貴志,京都,ダ,1400,やや速い,24,0,6,7.958333333333333,0.49810120435120436,0.0,25.0
武豊,京都,ダ,1400,やや速い,25,1,6,5.64,0.45733116883116887,4.0,24.0
幸英明,京都,ダ,1400,やや速い,45,3,10,7.311111111111111,0.4553539978539979,6.666666666666667,22.22222222222222
岩田康誠,京都,ダ,1400,やや速い,25,3,5,7.04,0.5407535797535797,12.0,20.0
北村友一,京都,ダ,1400,やや速い,26,1,5,7.153846153846154,0.522259151105305,3.8461538461538463,19.230769230769234
国分恭介,京都,ダ,1400,やや速い,26,0,5,8.461538461538462,0.6371519506134891,0.0,19.230769230769234
浜中俊,京都,ダ,1400,やや速い,26,1,5,8.115384615384615,0.4350721393990625,3.8461538461538463,19.230769230769234
小牧太,京都,ダ,1400,やや速い,21,0,4,8.761904761904763,0.5688448456305599,0.0,19.047619047619047
岩田望来,京都,ダ,1400,やや速い,27,4,5,8.333333333333334,0.4871489621489622,14.814814814814813,18.51851851851852
池添謙一,京都,ダ,1400,やや速い,27,2,5,8.0,0.45046080462747135,7.4074074074074066,18.51851851851852
古川吉洋,京都,ダ,1400,やや速い,23,3,4,7.260869565217392,0.6045617426052209,13.043478260869565,17.391304347826086
和田竜二,京都,ダ,1400,やや速い,35,2,6,8.371428571428572,0.45272406165263307,5.714285714285714,17.142857142857142
酒井学,京都,ダ,1400,やや速い,35,4,6,7.514285714285714,0.4375468579040008,11.428571428571429,17.142857142857142
国分優作,京都,ダ,1400,やや速い,25,0,3,9.56,0.6001155511155511,0.0,12.0
高倉稜,京都,ダ,1400,やや速い,25,2,3,9.36,0.6040675990675991,8.0,12.0
松若風馬,京都,ダ,1400,やや速い,42,1,5,8.69047619047619,0.48568465264893834,2.380952380952381,11.904761904761903
田口貫太,京都,ダ,1400,やや速い,24,0,1,8.791666666666666,0.4722924644799645,0.0,4.166666666666666
ルメール,京都,ダ,1400,ハイ/持続,27,3,12,5.111111111111111,0.359272157883269,11.11111111111111,44.44444444444444
武豊,京都,ダ,1400,ハイ/持続,48,6,20,6.3125,0.39679313741813743,12.5,41.66666666666667
川田将雅,京都,ダ,1400,ハイ/持続,51,7,20,6.294117647058823,0.361000111000111,13.725490196078432,39.21568627450981
松山弘平,京都,ダ,1400,ハイ/持続,85,9,29,7.0,0.42609686065568425,10.588235294117647,34.11764705882353
岩田康誠,京都,ダ,1400,ハイ/持続,50,5,17,6.5,0.4995387945387945,10.0,34.0
Ｍ．デム,京都,ダ,1400,ハイ/持続,33,6,10,6.454545454545454,0.5088702963702963,18.181818181818183,30.303030303030305
藤岡康太,京都,ダ,1400,ハイ/持続,47,6,14,6.531914893617022,0.4494213233574936,12.76595744680851,29.78723404255319
福永祐一,京都,ダ,1400,ハイ/持続,24,1,7,6.875,0.35750516844266844,4.166666666666666,29.166666666666668
秋山真一,京都,ダ,1400,ハイ/持続,24,2,7,7.125,0.5414930555555556,8.333333333333332,29.166666666666668
坂井瑠星,京都,ダ,1400,ハイ/持続,64,10,18,6.8125,0.5034576751373626,15.625,28.125
藤岡佑介,京都,ダ,1400,ハイ/持続,47,3,13,7.382978723404255,0.4889564336372847,6.382978723404255,27.659574468085108
国分恭介,京都,ダ,1400,ハイ/持続,42,3,11,7.095238095238095,0.596504983112126,7.142857142857142,26.190476190476193
藤懸貴志,京都,ダ,1400,ハイ/持続,27,0,7,7.333333333333333,0.46977287116176003,0.0,25.925925925925924
太宰啓介,京都,ダ,1400,ハイ/持続,40,2,10,7.0,0.5395627289377289,5.0,25.0
森裕太朗,京都,ダ,1400,ハイ/持続,21,0,5,7.714285714285714,0.6451530612244898,0.0,23.809523809523807
西村淳也,京都,ダ,1400,ハイ/持続,47,4,11,6.808510638297872,0.4031517832049747,8.51063829787234,23.404255319148938
鮫島克駿,京都,ダ,1400,ハイ/持続,45,2,10,7.822222222222222,0.567008917008917,4.444444444444445,22.22222222222222
岩田望来,京都,ダ,1400,ハイ/持続,51,5,11,7.352941176470588,0.4705653823300882,9.803921568627452,21.568627450980394
和田竜二,京都,ダ,1400,ハイ/持続,79,5,17,7.7594936708860756,0.45288029481067454,6.329113924050633,21.518987341772153
浜中俊,京都,ダ,1400,ハイ/持続,47,5,10,7.957446808510638,0.43824071909178297,10.638297872340425,21.27659574468085
北村友一,京都,ダ,1400,ハイ/持続,44,1,9,9.636363636363637,0.6008637196137196,2.272727272727273,20.454545454545457
幸英明,京都,ダ,1400,ハイ/持続,97,3,19,7.422680412371134,0.44688789160438647,3.0927835051546393,19.587628865979383
団野大成,京都,ダ,1400,ハイ/持続,42,2,8,7.238095238095238,0.4435951944880517,4.761904761904762,19.047619047619047
吉村誠之,京都,ダ,1400,ハイ/持続,29,3,5,8.482758620689655,0.49777746200159995,10.344827586206897,17.24137931034483
田口貫太,京都,ダ,1400,ハイ/持続,41,1,7,7.7560975609756095,0.5087245748831114,2.4390243902439024,17.073170731707318
池添謙一,京都,ダ,1400,ハイ/持続,53,3,9,8.49056603773585,0.3929128261675432,5.660377358490567,16.9811320754717
荻野極,京都,ダ,1400,ハイ/持続,34,1,5,9.323529411764707,0.4561112906701142,2.941176470588235,14.705882352941178
鮫島良太,京都,ダ,1400,ハイ/持続,21,1,3,8.238095238095237,0.603776382347811,4.761904761904762,14.285714285714285
松若風馬,京都,ダ,1400,ハイ/持続,72,5,10,8.5,0.5435821123321123,6.944444444444445,13.88888888888889
酒井学,京都,ダ,1400,ハイ/持続,57,4,7,8.859649122807017,0.5568119015487436,7.017543859649122,12.280701754385964
高倉稜,京都,ダ,1400,ハイ/持続,30,1,3,9.466666666666667,0.5209343434343434,3.3333333333333335,10.0
和田翼,京都,ダ,1400,ハイ/持続,21,1,2,10.333333333333334,0.4868437118437119,4.761904761904762,9.523809523809524
川須栄彦,京都,ダ,1400,ハイ/持続,44,1,4,9.636363636363637,0.48032904595404596,2.272727272727273,9.090909090909092
菱田裕二,京都,ダ,1400,ハイ/持続,22,1,2,9.727272727272727,0.5520833333333334,4.545454545454546,9.090909090909092
国分優作,京都,ダ,1400,ハイ/持続,46,1,4,9.956521739130435,0.5475463847746456,2.1739130434782608,8.695652173913043
小牧太,京都,ダ,1400,ハイ/持続,38,1,3,9.5,0.6024520435704647,2.631578947368421,7.894736842105263
古川吉洋,京都,ダ,1400,ハイ/持続,43,2,3,9.0,0.6024778516057586,4.651162790697675,6.976744186046512
川田将雅,京都,ダ,1800,やや速い,43,9,20,5.162790697674419,0.36981080934569305,20.930232558139537,46.51162790697674
藤岡佑介,京都,ダ,1800,やや速い,32,3,14,6.125,0.5006359525890776,9.375,43.75
ルメール,京都,ダ,1800,やや速い,23,3,10,5.6521739130434785,0.40538736625693145,13.043478260869565,43.47826086956522
坂井瑠星,京都,ダ,1800,やや速い,49,7,19,6.183673469387755,0.44181008900396657,14.285714285714285,38.775510204081634
武豊,京都,ダ,1800,やや速い,39,6,15,6.230769230769231,0.41290700040700035,15.384615384615385,38.46153846153847
Ｍ．デム,京都,ダ,1800,やや速い,39,7,15,5.410256410256411,0.5159987448448987,17.94871794871795,38.46153846153847
岩田康誠,京都,ダ,1800,やや速い,49,8,17,5.428571428571429,0.4689878998552468,16.3265306122449,34.69387755102041
岩田望来,京都,ダ,1800,やや速い,47,5,13,6.212765957446808,0.3557746036469441,10.638297872340425,27.659574468085108
西村淳也,京都,ダ,1800,やや速い,42,3,11,7.595238095238095,0.4970674167102738,7.142857142857142,26.190476190476193
鮫島克駿,京都,ダ,1800,やや速い,39,2,10,6.461538461538462,0.4667178619101696,5.128205128205128,25.64102564102564
田口貫太,京都,ダ,1800,やや速い,43,4,11,7.093023255813954,0.4880291865756982,9.30232558139535,25.581395348837212
藤懸貴志,京都,ダ,1800,やや速い,24,1,6,7.583333333333333,0.6006314865689866,4.166666666666666,25.0
浜中俊,京都,ダ,1800,やや速い,43,4,10,7.465116279069767,0.445327056664266,9.30232558139535,23.25581395348837
幸英明,京都,ダ,1800,やや速い,99,6,23,7.0606060606060606,0.5237795734007855,6.0606060606060606,23.232323232323232
太宰啓介,京都,ダ,1800,やや速い,35,4,8,7.6,0.5296515389372533,11.428571428571429,22.857142857142858
国分恭介,京都,ダ,1800,やや速い,44,3,10,7.295454545454546,0.5790857816425998,6.8181818181818175,22.727272727272727
松山弘平,京都,ダ,1800,やや速い,80,7,18,7.475,0.47455426517926524,8.75,22.5
荻野極,京都,ダ,1800,やや速い,36,2,8,8.36111111111111,0.4820134726384726,5.555555555555555,22.22222222222222
松若風馬,京都,ダ,1800,やや速い,60,6,13,8.25,0.4468154761904762,10.0,21.666666666666668
古川吉洋,京都,ダ,1800,やや速い,43,3,9,8.395348837209303,0.5073291050035237,6.976744186046512,20.930232558139537
和田竜二,京都,ダ,1800,やや速い,77,3,16,7.376623376623376,0.400669622585207,3.896103896103896,20.77922077922078
小牧太,京都,ダ,1800,やや速い,31,2,6,6.645161290322581,0.489620728733632,6.451612903225806,19.35483870967742
北村友一,京都,ダ,1800,やや速い,42,2,7,7.238095238095238,0.6026360544217687,4.761904761904762,16.666666666666664
池添謙一,京都,ダ,1800,やや速い,42,2,7,8.095238095238095,0.45431869717584,4.761904761904762,16.666666666666664
藤岡康太,京都,ダ,1800,やや速い,31,3,5,7.645161290322581,0.35497043279301344,9.67741935483871,16.129032258064516
団野大成,京都,ダ,1800,やや速い,39,1,6,8.051282051282051,0.46969387450156685,2.564102564102564,15.384615384615385
森裕太朗,京都,ダ,1800,やや速い,20,1,3,7.95,0.6508200133200133,5.0,15.0
酒井学,京都,ダ,1800,やや速い,55,4,8,8.018181818181818,0.596676480085571,7.2727272727272725,14.545454545454545
秋山真一,京都,ダ,1800,やや速い,21,0,3,8.19047619047619,0.527754983112126,0.0,14.285714285714285
国分優作,京都,ダ,1800,やや速い,36,3,5,7.944444444444445,0.5797895777062444,8.333333333333332,13.88888888888889
吉村誠之,京都,ダ,1800,やや速い,26,1,3,8.653846153846153,0.5057421744921745,3.8461538461538463,11.538461538461538
高倉稜,京都,ダ,1800,やや速い,21,1,2,8.714285714285714,0.5802667570524713,4.761904761904762,9.523809523809524
富田暁,京都,ダ,1800,やや速い,25,0,2,8.28,0.5366485181485181,0.0,8.0
菱田裕二,京都,ダ,1800,やや速い,21,0,1,8.333333333333334,0.48185980685980684,0.0,4.761904761904762
川須栄彦,京都,ダ,1800,やや速い,22,0,0,9.772727272727273,0.5535025580480126,0.0,0.0
藤岡佑介,京都,ダ,1800,ハイ/持続,26,5,10,5.923076923076923,0.4148750288173365,19.230769230769234,38.46153846153847
岩田康誠,京都,ダ,1800,ハイ/持続,22,3,8,6.136363636363637,0.41980557321466416,13.636363636363635,36.36363636363637
北村友一,京都,ダ,1800,ハイ/持続,21,1,7,5.809523809523809,0.5566360227074513,4.761904761904762,33.33333333333333
坂井瑠星,京都,ダ,1800,ハイ/持続,25,2,7,7.28,0.4873112443112443,8.0,28.000000000000004
幸英明,京都,ダ,1800,ハイ/持続,43,4,11,6.953488372093023,0.4281444330862935,9.30232558139535,25.581395348837212
岩田望来,京都,ダ,1800,ハイ/持続,20,0,5,7.05,0.4817012848262848,0.0,25.0
