騎手,場所,芝・ダ,距離,ペース型,騎乗数,勝利数,複勝数,平均着順,平均4角率,勝率,複勝率
江田照男,福島,芝,2000,標準〜やや上がり,20,0,2,7.25,0.4640787684537685,0.0,10.0
丹内祐次,福島,芝,2600,標準〜やや上がり,25,4,9,6.4,0.41081335331335334,16.0,36.0
丸山元気,福島,芝,2600,標準〜やや上がり,23,0,6,7.173913043478261,0.5267482517482517,0.0,26.08695652173913
菊沢一樹,福島,芝,2600,標準〜やや上がり,20,1,2,7.25,0.5288650932400932,5.0,10.0
浜中俊,阪神,ダ,1200,やや速い,22,5,12,4.545454545454546,0.44531926406926403,22.727272727272727,54.54545454545454
岩田望来,阪神,ダ,1200,やや速い,34,4,15,6.235294117647059,0.42982373019137726,11.76470588235294,44.11764705882353
幸英明,阪神,ダ,1200,やや速い,46,4,16,6.260869565217392,0.42075180254528083,8.695652173913043,34.78260869565217
藤岡康太,阪神,ダ,1200,やや速い,32,3,11,7.15625,0.4199187531218781,9.375,34.375
松山弘平,阪神,ダ,1200,やや速い,38,10,12,6.578947368421052,0.4479660690187006,26.31578947368421,31.57894736842105
池添謙一,阪神,ダ,1200,やや速い,20,2,6,7.5,0.29450091575091575,10.0,30.0
団野大成,阪神,ダ,1200,やや速い,21,5,6,6.714285714285714,0.45917970917970913,23.809523809523807,28.57142857142857
川須栄彦,阪神,ダ,1200,やや速い,30,3,8,8.266666666666667,0.41951243201243205,10.0,26.666666666666668
和田竜二,阪神,ダ,1200,やや速い,41,1,10,7.463414634146342,0.3576437789852424,2.4390243902439024,24.390243902439025
太宰啓介,阪神,ダ,1200,やや速い,22,1,5,7.545454545454546,0.6262445887445888,4.545454545454546,22.727272727272727
鮫島克駿,阪神,ダ,1200,やや速い,27,3,5,7.518518518518518,0.44301146384479717,11.11111111111111,18.51851851851852
岩田康誠,阪神,ダ,1200,やや速い,28,2,5,6.75,0.5249051543694401,7.142857142857142,17.857142857142858
古川吉洋,阪神,ダ,1200,やや速い,23,0,4,8.434782608695652,0.4300306577480491,0.0,17.391304347826086
藤岡佑介,阪神,ダ,1200,やや速い,24,0,4,8.0,0.6461587024087024,0.0,16.666666666666664
坂井瑠星,阪神,ダ,1200,やや速い,25,1,3,8.2,0.44822460872460873,4.0,12.0
酒井学,阪神,ダ,1200,やや速い,35,0,4,8.942857142857143,0.5096938775510205,0.0,11.428571428571429
国分優作,阪神,ダ,1200,やや速い,22,0,2,9.590909090909092,0.7187814079859535,0.0,9.090909090909092
松若風馬,阪神,ダ,1200,やや速い,40,1,2,10.125,0.49715430402930405,2.5,5.0
富田暁,阪神,ダ,1200,やや速い,21,0,1,8.714285714285714,0.38680426716141,0.0,4.761904761904762
国分恭介,阪神,ダ,1200,やや速い,20,0,0,9.25,0.5046153846153846,0.0,0.0
福永祐一,阪神,ダ,1200,ハイ/持続,42,9,22,4.476190476190476,0.3901458660387232,21.428571428571427,52.38095238095239
川田将雅,阪神,ダ,1200,ハイ/持続,43,12,21,5.232558139534884,0.42487735133083965,27.906976744186046,48.837209302325576
武豊,阪神,ダ,1200,ハイ/持続,60,11,26,5.516666666666667,0.4698233941983942,18.333333333333332,43.333333333333336
ルメール,阪神,ダ,1200,ハイ/持続,23,4,9,5.913043478260869,0.3907646701124962,17.391304347826086,39.130434782608695
松山弘平,阪神,ダ,1200,ハイ/持続,113,17,43,7.079646017699115,0.40105350647386045,15.04424778761062,38.05309734513274
Ｍ．デム,阪神,ダ,1200,ハイ/持続,24,2,9,6.458333333333333,0.4109059343434343,8.333333333333332,37.5
北村友一,阪神,ダ,1200,ハイ/持続,51,5,16,7.176470588235294,0.47153051197168844,9.803921568627452,31.372549019607842
岩田望来,阪神,ダ,1200,ハイ/持続,74,9,23,6.72972972972973,0.46013395388395384,12.162162162162163,31.08108108108108
坂井瑠星,阪神,ダ,1200,ハイ/持続,61,5,18,7.147540983606557,0.4413672848099078,8.19672131147541,29.508196721311474
幸英明,阪神,ダ,1200,ハイ/持続,117,10,34,6.880341880341881,0.46169727708189245,8.547008547008547,29.059829059829063
藤岡佑介,阪神,ダ,1200,ハイ/持続,47,4,13,6.957446808510638,0.5937112532857214,8.51063829787234,27.659574468085108
川又賢治,阪神,ダ,1200,ハイ/持続,22,1,6,7.909090909090909,0.4631968410377501,4.545454545454546,27.27272727272727
秋山真一,阪神,ダ,1200,ハイ/持続,38,3,10,8.342105263157896,0.5994445247734721,7.894736842105263,26.31578947368421
角田大河,阪神,ダ,1200,ハイ/持続,31,1,8,6.935483870967742,0.4096464019851117,3.225806451612903,25.806451612903224
吉田隼人,阪神,ダ,1200,ハイ/持続,25,2,6,7.64,0.44937573537573544,8.0,24.0
藤岡康太,阪神,ダ,1200,ハイ/持続,56,7,13,7.446428571428571,0.4646871729461015,12.5,23.214285714285715
和田翼,阪神,ダ,1200,ハイ/持続,26,0,6,9.0,0.5831697149004842,0.0,23.076923076923077
岩田康誠,阪神,ダ,1200,ハイ/持続,52,4,12,7.076923076923077,0.5566635287789133,7.6923076923076925,23.076923076923077
川須栄彦,阪神,ダ,1200,ハイ/持続,64,6,14,8.390625,0.38048761134698633,9.375,21.875
浜中俊,阪神,ダ,1200,ハイ/持続,46,5,10,7.065217391304348,0.44000935658544355,10.869565217391305,21.73913043478261
国分恭介,阪神,ダ,1200,ハイ/持続,54,4,11,7.574074074074074,0.496954357371024,7.4074074074074066,20.37037037037037
菱田裕二,阪神,ダ,1200,ハイ/持続,45,0,9,8.444444444444445,0.5743499093499094,0.0,20.0
水口優也,阪神,ダ,1200,ハイ/持続,26,1,5,8.153846153846153,0.44551282051282054,3.8461538461538463,19.230769230769234
田口貫太,阪神,ダ,1200,ハイ/持続,32,1,6,8.03125,0.5498943764568764,3.125,18.75
古川吉洋,阪神,ダ,1200,ハイ/持続,43,3,8,8.348837209302326,0.5332344012576571,6.976744186046512,18.6046511627907
池添謙一,阪神,ダ,1200,ハイ/持続,43,1,8,7.837209302325581,0.4206768038163387,2.3255813953488373,18.6046511627907
富田暁,阪神,ダ,1200,ハイ/持続,38,3,7,7.921052631578948,0.6099780701754386,7.894736842105263,18.421052631578945
松田大作,阪神,ダ,1200,ハイ/持続,33,0,6,8.06060606060606,0.4017676767676768,0.0,18.181818181818183
森裕太朗,阪神,ダ,1200,ハイ/持続,40,1,7,8.975,0.52125,2.5,17.5
和田竜二,阪神,ダ,1200,ハイ/持続,107,3,18,7.682242990654205,0.40888195397541194,2.803738317757009,16.822429906542055
団野大成,阪神,ダ,1200,ハイ/持続,66,3,10,8.712121212121213,0.5464566998657908,4.545454545454546,15.151515151515152
吉村誠之,阪神,ダ,1200,ハイ/持続,20,2,3,9.65,0.505152972027972,10.0,15.0
小沢大仁,阪神,ダ,1200,ハイ/持続,28,1,4,10.178571428571429,0.5321803196803196,3.571428571428571,14.285714285714285
小牧太,阪神,ダ,1200,ハイ/持続,36,1,5,8.305555555555555,0.6027904965404965,2.7777777777777777,13.88888888888889
中井裕二,阪神,ダ,1200,ハイ/持続,29,1,4,9.586206896551724,0.5223357581116201,3.4482758620689653,13.793103448275861
高倉稜,阪神,ダ,1200,ハイ/持続,45,5,6,8.755555555555556,0.6121114996114996,11.11111111111111,13.333333333333334
鮫島良太,阪神,ダ,1200,ハイ/持続,30,2,4,8.633333333333333,0.700023865023865,6.666666666666667,13.333333333333334
酒井学,阪神,ダ,1200,ハイ/持続,79,4,10,8.835443037974683,0.4762455371632587,5.063291139240507,12.658227848101266
今村聖奈,阪神,ダ,1200,ハイ/持続,32,0,4,9.125,0.5731856684981685,0.0,12.5
太宰啓介,阪神,ダ,1200,ハイ/持続,52,2,6,9.0,0.6494620763851533,3.8461538461538463,11.538461538461538
国分優作,阪神,ダ,1200,ハイ/持続,45,2,5,8.977777777777778,0.6711604444937779,4.444444444444445,11.11111111111111
泉谷楓真,阪神,ダ,1200,ハイ/持続,27,0,3,9.37037037037037,0.5088319088319089,0.0,11.11111111111111
鮫島克駿,阪神,ダ,1200,ハイ/持続,81,3,9,8.962962962962964,0.47181028847695516,3.7037037037037033,11.11111111111111
松若風馬,阪神,ダ,1200,ハイ/持続,81,3,8,9.580246913580247,0.4475754184087517,3.7037037037037033,9.876543209876543
永島まな,阪神,ダ,1200,ハイ/持続,21,0,2,9.333333333333334,0.4537393162393163,0.0,9.523809523809524
藤懸貴志,阪神,ダ,1200,ハイ/持続,37,1,3,9.378378378378379,0.6296950796950798,2.7027027027027026,8.108108108108109
斎藤新,阪神,ダ,1200,ハイ/持続,25,0,2,8.84,0.5138578088578089,0.0,8.0
荻野極,阪神,ダ,1200,ハイ/持続,38,1,3,9.631578947368421,0.5041497975708502,2.631578947368421,7.894736842105263
西村淳也,阪神,ダ,1200,ハイ/持続,38,2,3,8.5,0.5213447736474052,5.263157894736842,7.894736842105263
田中健,阪神,ダ,1200,ハイ/持続,22,0,0,10.909090909090908,0.4071241258741259,0.0,0.0
川田将雅,阪神,ダ,1400,やや速い,37,11,23,3.810810810810811,0.2737029487029487,29.72972972972973,62.16216216216216
坂井瑠星,阪神,ダ,1400,やや速い,26,1,11,6.423076923076923,0.4307665091318938,3.8461538461538463,42.30769230769231
武豊,阪神,ダ,1400,やや速い,32,3,13,5.75,0.39164286234598733,9.375,40.625
藤岡康太,阪神,ダ,1400,やや速い,26,2,8,6.846153846153846,0.5375176105945336,7.6923076923076925,30.76923076923077
福永祐一,阪神,ダ,1400,やや速い,23,0,7,6.6521739130434785,0.36208658491267187,0.0,30.434782608695656
北村友一,阪神,ダ,1400,やや速い,30,4,9,7.3,0.49184704184704187,13.333333333333334,30.0
池添謙一,阪神,ダ,1400,やや速い,27,3,8,7.7407407407407405,0.47333469000135664,11.11111111111111,29.629629629629626
藤岡佑介,阪神,ダ,1400,やや速い,26,4,7,7.346153846153846,0.6499235806928115,15.384615384615385,26.923076923076923
浜中俊,阪神,ダ,1400,やや速い,27,1,7,7.333333333333333,0.37970285886952554,3.7037037037037033,25.925925925925924
鮫島克駿,阪神,ダ,1400,やや速い,25,2,6,7.28,0.4128974358974359,8.0,24.0
団野大成,阪神,ダ,1400,やや速い,30,4,7,7.733333333333333,0.5274585137085137,13.333333333333334,23.333333333333332
太宰啓介,阪神,ダ,1400,やや速い,22,0,5,8.5,0.6301480716253444,0.0,22.727272727272727
岩田望来,阪神,ダ,1400,やや速い,32,0,7,7.5625,0.40031244796869797,0.0,21.875
松若風馬,阪神,ダ,1400,やや速い,37,5,8,8.243243243243244,0.547889797889798,13.513513513513514,21.62162162162162
岩田康誠,阪神,ダ,1400,やや速い,34,1,7,7.5588235294117645,0.510364594555771,2.941176470588235,20.588235294117645
松山弘平,阪神,ダ,1400,やや速い,39,4,8,6.743589743589744,0.41557214153368005,10.256410256410255,20.51282051282051
和田竜二,阪神,ダ,1400,やや速い,49,1,9,7.755102040816326,0.4655017601446173,2.0408163265306123,18.367346938775512
幸英明,阪神,ダ,1400,やや速い,50,3,8,7.36,0.4080144855144855,6.0,16.0
酒井学,阪神,ダ,1400,やや速い,33,0,2,9.484848484848484,0.5431832056832057,0.0,6.0606060606060606
国分優作,阪神,ダ,1400,やや速い,21,0,1,10.142857142857142,0.4655433851862424,0.0,4.761904761904762
高倉稜,阪神,ダ,1400,やや速い,22,1,1,8.954545454545455,0.5810252247752248,4.545454545454546,4.545454545454546
川田将雅,阪神,ダ,1400,ハイ/持続,103,31,55,5.019417475728155,0.34528143108240195,30.097087378640776,53.398058252427184
ルメール,阪神,ダ,1400,ハイ/持続,50,3,18,6.5,0.3847847985347985,6.0,36.0
Ｍ．デム,阪神,ダ,1400,ハイ/持続,65,11,23,6.276923076923077,0.4890910585141355,16.923076923076923,35.38461538461539
松山弘平,阪神,ダ,1400,ハイ/持続,152,19,51,6.802631578947368,0.3984829315421421,12.5,33.55263157894737
横山典弘,阪神,ダ,1400,ハイ/持続,30,2,10,6.366666666666666,0.62759768009768,6.666666666666667,33.33333333333333
坂井瑠星,阪神,ダ,1400,ハイ/持続,87,10,28,7.632183908045977,0.3901586599862462,11.494252873563218,32.18390804597701
福永祐一,阪神,ダ,1400,ハイ/持続,80,8,25,6.6,0.4058337148962149,10.0,31.25
武豊,阪神,ダ,1400,ハイ/持続,94,9,29,6.4787234042553195,0.4166009669999032,9.574468085106384,30.851063829787233
田口貫太,阪神,ダ,1400,ハイ/持続,46,7,14,7.521739130434782,0.46996192213583515,15.217391304347828,30.434782608695656
藤岡康太,阪神,ダ,1400,ハイ/持続,89,8,27,7.48314606741573,0.4829852263841028,8.98876404494382,30.337078651685395
藤岡佑介,阪神,ダ,1400,ハイ/持続,72,7,21,6.930555555555555,0.52852963009213,9.722222222222223,29.166666666666668
高杉吏麒,阪神,ダ,1400,ハイ/持続,21,1,6,7.142857142857143,0.4816609977324263,4.761904761904762,28.57142857142857
北村友一,阪神,ダ,1400,ハイ/持続,74,6,21,7.675675675675675,0.523567311067311,8.108108108108109,28.37837837837838
国分恭介,阪神,ダ,1400,ハイ/持続,63,4,17,7.444444444444445,0.5869323797895226,6.349206349206349,26.984126984126984
吉田隼人,阪神,ダ,1400,ハイ/持続,42,4,11,6.738095238095238,0.4296245421245421,9.523809523809524,26.190476190476193
四位洋文,阪神,ダ,1400,ハイ/持続,20,1,5,6.95,0.6491437728937729,5.0,25.0
秋山真一,阪神,ダ,1400,ハイ/持続,72,5,18,7.986111111111111,0.4869287541162541,6.944444444444445,25.0
岩田康誠,阪神,ダ,1400,ハイ/持続,95,10,23,7.7894736842105265,0.5408405921563817,10.526315789473683,24.210526315789473
川島信二,阪神,ダ,1400,ハイ/持続,30,1,7,8.466666666666667,0.6115834628334629,3.3333333333333335,23.333333333333332
鮫島克駿,阪神,ダ,1400,ハイ/持続,104,9,24,7.346153846153846,0.4760774615341923,8.653846153846153,23.076923076923077
和田竜二,阪神,ダ,1400,ハイ/持続,168,14,35,7.815476190476191,0.4426514292585721,8.333333333333332,20.833333333333336
浜中俊,阪神,ダ,1400,ハイ/持続,87,4,18,7.333333333333333,0.46175272683893376,4.597701149425287,20.689655172413794
長岡禎仁,阪神,ダ,1400,ハイ/持続,29,2,6,7.620689655172414,0.5980500821018062,6.896551724137931,20.689655172413794
団野大成,阪神,ダ,1400,ハイ/持続,77,6,15,8.311688311688311,0.4977018652343328,7.792207792207792,19.480519480519483
岩田望来,阪神,ダ,1400,ハイ/持続,104,8,20,7.519230769230769,0.49135147704859244,7.6923076923076925,19.230769230769234
古川奈穂,阪神,ダ,1400,ハイ/持続,21,1,4,8.238095238095237,0.4739112739112739,4.761904761904762,19.047619047619047
藤井勘一,阪神,ダ,1400,ハイ/持続,32,1,6,8.0625,0.5976393398268398,3.125,18.75
小牧太,阪神,ダ,1400,ハイ/持続,54,4,10,8.75925925925926,0.5349538578705245,7.4074074074074066,18.51851851851852
太宰啓介,阪神,ダ,1400,ハイ/持続,99,3,18,8.303030303030303,0.5745210877786635,3.0303030303030303,18.181818181818183
西村淳也,阪神,ダ,1400,ハイ/持続,55,3,10,7.654545454545454,0.4156337601792147,5.454545454545454,18.181818181818183
幸英明,阪神,ダ,1400,ハイ/持続,172,12,30,7.680232558139535,0.4672421570677384,6.976744186046512,17.441860465116278
和田翼,阪神,ダ,1400,ハイ/持続,25,1,4,9.2,0.5111666666666667,4.0,16.0
酒井学,阪神,ダ,1400,ハイ/持続,103,7,16,8.87378640776699,0.5197650246193936,6.796116504854369,15.53398058252427
池添謙一,阪神,ダ,1400,ハイ/持続,91,1,14,8.835164835164836,0.47849715912902724,1.098901098901099,15.384615384615385
荻野極,阪神,ダ,1400,ハイ/持続,43,4,6,8.418604651162791,0.526332420809165,9.30232558139535,13.953488372093023
斎藤新,阪神,ダ,1400,ハイ/持続,36,0,5,8.666666666666666,0.504019129019129,0.0,13.88888888888889
鮫島良太,阪神,ダ,1400,ハイ/持続,29,1,4,8.310344827586206,0.5597846119397843,3.4482758620689653,13.793103448275861
高倉稜,阪神,ダ,1400,ハイ/持続,53,3,7,9.09433962264151,0.6268924733547374,5.660377358490567,13.20754716981132
松若風馬,阪神,ダ,1400,ハイ/持続,146,3,19,8.58904109589041,0.5386894498195869,2.054794520547945,13.013698630136986
今村聖奈,阪神,ダ,1400,ハイ/持続,24,1,3,9.125,0.5704850704850705,4.166666666666666,12.5
角田大河,阪神,ダ,1400,ハイ/持続,32,0,4,9.125,0.5062910180097681,0.0,12.5
国分優作,阪神,ダ,1400,ハイ/持続,77,1,9,9.0,0.538678601340939,1.2987012987012987,11.688311688311687
吉村誠之,阪神,ダ,1400,ハイ/持続,27,1,3,9.444444444444445,0.4037020078686745,3.7037037037037033,11.11111111111111
川須栄彦,阪神,ダ,1400,ハイ/持続,55,0,6,8.872727272727273,0.4213343726980091,0.0,10.909090909090908
中井裕二,阪神,ダ,1400,ハイ/持続,29,0,3,9.344827586206897,0.653448275862069,0.0,10.344827586206897
富田暁,阪神,ダ,1400,ハイ/持続,50,0,5,10.0,0.577003663003663,0.0,10.0
菱田裕二,阪神,ダ,1400,ハイ/持続,51,2,5,9.647058823529411,0.4609705653823301,3.9215686274509802,9.803921568627452
藤懸貴志,阪神,ダ,1400,ハイ/持続,51,1,5,8.764705882352942,0.547750941868589,1.9607843137254901,9.803921568627452
川又賢治,阪神,ダ,1400,ハイ/持続,21,0,2,10.428571428571429,0.5672161172161172,0.0,9.523809523809524
小崎綾也,阪神,ダ,1400,ハイ/持続,53,1,4,9.641509433962264,0.5562775013246711,1.8867924528301887,7.547169811320755
古川吉洋,阪神,ダ,1400,ハイ/持続,69,2,5,9.0,0.5787700624657146,2.898550724637681,7.246376811594203
泉谷楓真,阪神,ダ,1400,ハイ/持続,30,0,2,9.1,0.539702380952381,0.0,6.666666666666667
森裕太朗,阪神,ダ,1400,ハイ/持続,33,1,2,9.787878787878787,0.6195526695526696,3.0303030303030303,6.0606060606060606
小沢大仁,阪神,ダ,1400,ハイ/持続,29,1,1,8.931034482758621,0.49079196665403557,3.4482758620689653,3.4482758620689653
加藤祥太,阪神,ダ,1400,ハイ/持続,22,0,0,9.318181818181818,0.5589982618391709,0.0,0.0
松田大作,阪神,ダ,1400,ハイ/持続,31,0,0,9.612903225806452,0.5871700879765396,0.0,0.0
川田将雅,阪神,ダ,1800,やや速い,70,18,40,3.8,0.37144874966303537,25.71428571428571,57.14285714285714
ルメール,阪神,ダ,1800,やや速い,38,10,21,4.815789473684211,0.3585844345712767,26.31578947368421,55.26315789473685
武豊,阪神,ダ,1800,やや速い,64,9,24,5.515625,0.3994077320249195,14.0625,37.5
Ｍ．デム,阪神,ダ,1800,やや速い,29,7,10,6.206896551724138,0.4686020875676048,24.137931034482758,34.48275862068966
坂井瑠星,阪神,ダ,1800,やや速い,69,9,23,7.159420289855072,0.4500417658026354,13.043478260869565,33.33333333333333
松山弘平,阪神,ダ,1800,やや速い,112,7,37,6.491071428571429,0.42801603158746016,6.25,33.035714285714285
福永祐一,阪神,ダ,1800,やや速い,58,10,19,5.741379310344827,0.43685048189358533,17.24137931034483,32.758620689655174
岩田望来,阪神,ダ,1800,やや速い,81,11,26,6.3580246913580245,0.39818120836639354,13.580246913580247,32.098765432098766
岩田康誠,阪神,ダ,1800,やや速い,78,11,23,6.17948717948718,0.5621198779852626,14.102564102564102,29.48717948717949
藤岡佑介,阪神,ダ,1800,やや速い,48,6,14,6.395833333333333,0.594169487919488,12.5,29.166666666666668
幸英明,阪神,ダ,1800,やや速い,128,14,37,6.59375,0.5095226930187867,10.9375,28.90625
団野大成,阪神,ダ,1800,やや速い,47,4,13,6.531914893617022,0.4653825488931872,8.51063829787234,27.659574468085108
吉田隼人,阪神,ダ,1800,やや速い,41,3,11,6.097560975609756,0.44750534018826704,7.317073170731707,26.82926829268293
浜中俊,阪神,ダ,1800,やや速い,60,5,15,7.75,0.36851807914307916,8.333333333333332,25.0
鮫島良太,阪神,ダ,1800,やや速い,24,0,6,7.583333333333333,0.4579239626114626,0.0,25.0
高倉稜,阪神,ダ,1800,やや速い,37,1,9,8.108108108108109,0.5248949248949248,2.7027027027027026,24.324324324324326
加藤祥太,阪神,ダ,1800,やや速い,21,2,5,7.714285714285714,0.4677810284953142,9.523809523809524,23.809523809523807
藤懸貴志,阪神,ダ,1800,やや速い,31,3,7,7.612903225806452,0.5635778200294329,9.67741935483871,22.58064516129032
国分優作,阪神,ダ,1800,やや速い,46,2,10,8.804347826086957,0.5657683198444068,4.3478260869565215,21.73913043478261
斎藤新,阪神,ダ,1800,やや速い,23,0,5,7.3478260869565215,0.49536731384557475,0.0,21.73913043478261
和田竜二,阪神,ダ,1800,やや速い,122,7,26,7.122950819672131,0.4389945437076585,5.737704918032787,21.311475409836063
国分恭介,阪神,ダ,1800,やや速い,50,3,10,6.88,0.5225136252636253,6.0,20.0
松若風馬,阪神,ダ,1800,やや速い,85,6,17,7.8352941176470585,0.4370778731072849,7.0588235294117645,20.0
小牧太,阪神,ダ,1800,やや速い,41,1,8,7.0,0.5195022795632551,2.4390243902439024,19.51219512195122
藤岡康太,阪神,ダ,1800,やや速い,77,3,15,7.662337662337662,0.4875521844677689,3.896103896103896,19.480519480519483
荻野極,阪神,ダ,1800,やや速い,36,5,7,8.027777777777779,0.49175384800384797,13.88888888888889,19.444444444444446
森裕太朗,阪神,ダ,1800,やや速い,26,2,5,7.0,0.5625821294090525,7.6923076923076925,19.230769230769234
太宰啓介,阪神,ダ,1800,やや速い,44,3,8,7.5,0.5843727610773065,6.8181818181818175,18.181818181818183
池添謙一,阪神,ダ,1800,やや速い,55,3,10,8.836363636363636,0.4056653699835518,5.454545454545454,18.181818181818183
酒井学,阪神,ダ,1800,やや速い,81,2,13,8.432098765432098,0.5575784469302988,2.4691358024691357,16.049382716049383
鮫島克駿,阪神,ダ,1800,やや速い,77,3,12,7.2727272727272725,0.475185853107931,3.896103896103896,15.584415584415584
北村友一,阪神,ダ,1800,やや速い,42,0,6,8.214285714285714,0.492756648113791,0.0,14.285714285714285
秋山真一,阪神,ダ,1800,やや速い,29,2,4,8.620689655172415,0.6150666861873758,6.896551724137931,13.793103448275861
角田大河,阪神,ダ,1800,やや速い,29,1,4,7.448275862068965,0.4599539827988104,3.4482758620689653,13.793103448275861
川須栄彦,阪神,ダ,1800,やや速い,37,0,5,8.54054054054054,0.48685717435717435,0.0,13.513513513513514
小沢大仁,阪神,ダ,1800,やや速い,24,0,3,8.958333333333334,0.6179981476856476,0.0,12.5
菱田裕二,阪神,ダ,1800,やや速い,32,3,4,7.03125,0.5837139856671106,9.375,12.5
古川吉洋,阪神,ダ,1800,やや速い,49,1,6,8.408163265306122,0.5676565214830521,2.0408163265306123,12.244897959183673
小崎綾也,阪神,ダ,1800,やや速い,26,1,3,7.346153846153846,0.6202200577200577,3.8461538461538463,11.538461538461538
西村淳也,阪神,ダ,1800,やや速い,44,0,5,8.727272727272727,0.47483908137317227,0.0,11.363636363636363
川又賢治,阪神,ダ,1800,やや速い,20,0,2,8.25,0.48432026307026305,0.0,10.0
水口優也,阪神,ダ,1800,やや速い,20,0,2,8.55,0.5178146853146853,0.0,10.0
田口貫太,阪神,ダ,1800,やや速い,31,1,3,9.290322580645162,0.5461025533606179,3.225806451612903,9.67741935483871
富田暁,阪神,ダ,1800,やや速い,42,1,4,8.785714285714286,0.5971114533614534,2.380952380952381,9.523809523809524
和田翼,阪神,ダ,1800,やや速い,22,0,2,9.363636363636363,0.6267874171283262,0.0,9.090909090909092
松田大作,阪神,ダ,1800,やや速い,21,1,1,10.80952380952381,0.5902360866646581,4.761904761904762,4.761904761904762
幸英明,阪神,ダ,1800,ハイ/持続,34,3,10,5.882352941176471,0.4890491452991453,8.823529411764707,29.411764705882355
酒井学,阪神,ダ,1800,ハイ/持続,25,3,7,7.92,0.614029304029304,12.0,28.000000000000004
鮫島克駿,阪神,ダ,1800,ハイ/持続,29,3,7,6.241379310344827,0.456374468443434,10.344827586206897,24.137931034482758
和田竜二,阪神,ダ,1800,ハイ/持続,32,1,6,7.15625,0.32874239475801975,3.125,18.75
松若風馬,阪神,ダ,1800,ハイ/持続,34,3,6,8.411764705882353,0.5520321182085889,8.823529411764707,17.647058823529413
松山弘平,阪神,ダ,1800,ハイ/持続,26,0,3,9.038461538461538,0.5348137439483593,0.0,11.538461538461538
岩田望来,阪神,ダ,1800,標準〜やや上がり,70,15,36,4.714285714285714,0.37286215768358627,21.428571428571427,51.42857142857142
川田将雅,阪神,ダ,1800,標準〜やや上がり,52,14,26,4.846153846153846,0.3623907876311723,26.923076923076923,50.0
福永祐一,阪神,ダ,1800,標準〜やや上がり,39,6,17,4.948717948717949,0.379261408107562,15.384615384615385,43.58974358974359
武豊,阪神,ダ,1800,標準〜やや上がり,43,3,18,5.209302325581396,0.37422109544202564,6.976744186046512,41.86046511627907
浜中俊,阪神,ダ,1800,標準〜やや上がり,42,6,17,6.285714285714286,0.355245250780965,14.285714285714285,40.476190476190474
ルメール,阪神,ダ,1800,標準〜やや上がり,26,4,10,5.153846153846154,0.4238844488844489,15.384615384615385,38.46153846153847
松山弘平,阪神,ダ,1800,標準〜やや上がり,82,12,31,5.439024390243903,0.42550320614345,14.634146341463413,37.80487804878049
池添謙一,阪神,ダ,1800,標準〜やや上がり,26,3,9,7.115384615384615,0.5086789279096972,11.538461538461538,34.61538461538461
菱田裕二,阪神,ダ,1800,標準〜やや上がり,27,3,9,6.444444444444445,0.628193257359924,11.11111111111111,33.33333333333333
坂井瑠星,阪神,ダ,1800,標準〜やや上がり,60,4,19,6.483333333333333,0.46207884707884705,6.666666666666667,31.666666666666664
北村友一,阪神,ダ,1800,標準〜やや上がり,35,1,11,6.6571428571428575,0.4934803291946149,2.857142857142857,31.428571428571427
藤岡佑介,阪神,ダ,1800,標準〜やや上がり,45,8,14,6.933333333333334,0.49026396443063114,17.77777777777778,31.11111111111111
中井裕二,阪神,ダ,1800,標準〜やや上がり,23,0,7,7.043478260869565,0.5161424324467803,0.0,30.434782608695656
鮫島克駿,阪神,ダ,1800,標準〜やや上がり,53,4,14,6.377358490566038,0.4823662972247878,7.547169811320755,26.41509433962264
西村淳也,阪神,ダ,1800,標準〜やや上がり,35,3,9,5.885714285714286,0.48505514326942895,8.571428571428571,25.71428571428571
岩田康誠,阪神,ダ,1800,標準〜やや上がり,44,4,11,7.7727272727272725,0.4561690203735658,9.090909090909092,25.0
藤岡康太,阪神,ダ,1800,標準〜やや上がり,40,3,10,7.55,0.5171289474414474,7.5,25.0
高倉稜,阪神,ダ,1800,標準〜やや上がり,20,1,5,7.8,0.5673832417582417,5.0,25.0
太宰啓介,阪神,ダ,1800,標準〜やや上がり,29,1,7,6.586206896551724,0.5471239010032114,3.4482758620689653,24.137931034482758
小牧太,阪神,ダ,1800,標準〜やや上がり,30,2,7,6.9,0.446765688015688,6.666666666666667,23.333333333333332
幸英明,阪神,ダ,1800,標準〜やや上がり,90,10,21,6.7555555555555555,0.45974024432357763,11.11111111111111,23.333333333333332
松若風馬,阪神,ダ,1800,標準〜やや上がり,74,3,17,7.918918918918919,0.5067881442881443,4.054054054054054,22.972972972972975
和田竜二,阪神,ダ,1800,標準〜やや上がり,98,7,19,6.785714285714286,0.4408753519722907,7.142857142857142,19.387755102040817
Ｍ．デム,阪神,ダ,1800,標準〜やや上がり,21,3,4,5.428571428571429,0.46227951942237655,14.285714285714285,19.047619047619047
古川吉洋,阪神,ダ,1800,標準〜やや上がり,36,2,6,7.027777777777778,0.5811531446948114,5.555555555555555,16.666666666666664
吉村誠之,阪神,ダ,1800,標準〜やや上がり,20,2,3,8.3,0.4883806471306471,10.0,15.0
団野大成,阪神,ダ,1800,標準〜やや上がり,34,1,5,8.676470588235293,0.5395714171449465,2.941176470588235,14.705882352941178
